teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
9euoni3f3sh08tsplt2gh5dex;Real Sociedad;Real Sociedad;Real Sociedad de Fútbol;RSO;home;Spain;8cuardpf2jimws64c0qsc0xlg;2;2
e572hd1tl54f2i5w6px2q7a0l;Espanyol;Espanyol;Reial Club Deportiu Espanyol;ESP;away;Spain;8cuardpf2jimws64c0qsc0xlg;0;1
