matchId;id;coverageLevel;date;time;localDate;localTime;week;numberOfPeriods;periodLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
8auwnphg4vhaxmpg3nsokobv8;8auwnphg4vhaxmpg3nsokobv8;13;2026-02-21Z;11:00:00Z;2026-02-21;12:00:00;21;2;45;2026-02-21T13:11:40Z;Madrid vs Alhama;djelzk9437o7odzfkuo137das;2025-08-30Z;2026-05-31Z;2025/2026;4vvf3sulx3a61fiyaarjdndjs;Madrid;Madrid CFF;Madrid CFF;MAD;home;eqaszp3lzhffqt4f8hmzov72j;Alhama;Alhama;Alhama CF;ALH;away;5k620c7y6dlbmcm88dt3eb7t;Primera División Femenina;Primera División Femenina;PDF;Domestic league;Estadio Fernando Torres;99;Played
