matchId;id;coverageLevel;date;time;localDate;localTime;week;numberOfPeriods;periodLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
88615duwe4jthb5gb60g59nv8;88615duwe4jthb5gb60g59nv8;13;2026-02-15Z;17:30:00Z;2026-02-15;18:30:00;20;2;45;2026-02-18T09:25:33Z;Atlético Madrid vs Madrid;djelzk9437o7odzfkuo137das;2025-08-30Z;2026-05-31Z;2025/2026;8zt8rrm6v5nccv01v6pef0r1o;Atlético Madrid;Atlético;Club Atlético de Madrid;ATM;home;4vvf3sulx3a61fiyaarjdndjs;Madrid;Madrid CFF;Madrid CFF;MAD;away;5k620c7y6dlbmcm88dt3eb7t;Primera División Femenina;Primera División Femenina;PDF;Domestic league;Centro Deportivo Wanda Alcalá de Henares;99;Played
