matchId;id;coverageLevel;date;time;localDate;localTime;week;numberOfPeriods;periodLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
8bo8kwuy2uvdmay9yf6dq9ses;8bo8kwuy2uvdmay9yf6dq9ses;13;2026-02-22Z;17:00:00Z;2026-02-22;18:00:00;21;2;45;2026-02-27T01:09:12Z;Sevilla vs Atlético Madrid;djelzk9437o7odzfkuo137das;2025-08-30Z;2026-05-31Z;2025/2026;bxlqcsb8ylen7lng9qy50eoq5;Sevilla;Sevilla;Sevilla FC;SEV;home;8zt8rrm6v5nccv01v6pef0r1o;Atlético Madrid;Atlético;Club Atlético de Madrid;ATM;away;5k620c7y6dlbmcm88dt3eb7t;Primera División Femenina;Primera División Femenina;PDF;Domestic league;Estadio Jesús Navas;108;Played
