teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
9ns699xp353c84r1g6epazycl;Levante;Levante;Levante UD;LEV;home;Spain;8cgdtx10ootbfg6kfbckt7c44;1;1
12ocm5j2bjgggpwl6pou5thym;Deportivo La Coruña;Deportivo;RC Deportivo de La Coruña;DEP;away;Spain;8cgdtx10ootbfg6kfbckt7c44;1;2
