matchId;id;coverageLevel;date;time;localDate;localTime;week;numberOfPeriods;periodLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
8agzaoxboug1td3uvjrg6obh0;8agzaoxboug1td3uvjrg6obh0;13;2026-02-22Z;11:00:00Z;2026-02-22;12:00:00;21;2;45;2026-02-24T23:14:00Z;Real Madrid vs Tenerife;djelzk9437o7odzfkuo137das;2025-08-30Z;2026-05-31Z;2025/2026;vaikl8nl7hdr4y9jj4jyb9ey;Real Madrid;Real Madrid;Real Madrid CF;RMA;home;215mjv43m1cuncum9o4189mhg;Tenerife;Tenerife;CD Tenerife;TEN;away;5k620c7y6dlbmcm88dt3eb7t;Primera División Femenina;Primera División Femenina;PDF;Domestic league;Estadio Alfredo Di Stéfano;102;Played
