teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
2yt41edbtlrasj4t5nv3w64re;Granada;Granada;Granada CF;GRA;home;Spain;8d879ol25noswi79mfshf9rf8;0;0
bop6aslxmwvzsapdxsw3xbvfg;Barcelona;Barcelona;FC Barcelona;BAR;away;Spain;8d879ol25noswi79mfshf9rf8;2;2
