teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
vaikl8nl7hdr4y9jj4jyb9ey;Real Madrid;Real Madrid;Real Madrid CF;RMA;home;Spain;8agzaoxboug1td3uvjrg6obh0;0;2
215mjv43m1cuncum9o4189mhg;Tenerife;Tenerife;CD Tenerife;TEN;away;Spain;8agzaoxboug1td3uvjrg6obh0;0;0
