teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
bxlqcsb8ylen7lng9qy50eoq5;Sevilla;Sevilla;Sevilla FC;SEV;home;Spain;8bo8kwuy2uvdmay9yf6dq9ses;2;2
8zt8rrm6v5nccv01v6pef0r1o;Atlético Madrid;Atlético;Club Atlético de Madrid;ATM;away;Spain;8bo8kwuy2uvdmay9yf6dq9ses;0;1
