teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
8zt8rrm6v5nccv01v6pef0r1o;Atlético Madrid;Atlético;Club Atlético de Madrid;ATM;home;Spain;88615duwe4jthb5gb60g59nv8;0;0
4vvf3sulx3a61fiyaarjdndjs;Madrid;Madrid CFF;Madrid CFF;MAD;away;Spain;88615duwe4jthb5gb60g59nv8;0;0
