matchId;id;coverageLevel;date;time;localDate;localTime;week;numberOfPeriods;periodLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
8cgdtx10ootbfg6kfbckt7c44;8cgdtx10ootbfg6kfbckt7c44;13;2026-02-21Z;11:00:00Z;2026-02-21;12:00:00;21;2;45;2026-02-21T17:52:06Z;Levante vs Deportivo La Coruña;djelzk9437o7odzfkuo137das;2025-08-30Z;2026-05-31Z;2025/2026;9ns699xp353c84r1g6epazycl;Levante;Levante;Levante UD;LEV;home;12ocm5j2bjgggpwl6pou5thym;Deportivo La Coruña;Deportivo;RC Deportivo de La Coruña;DEP;away;5k620c7y6dlbmcm88dt3eb7t;Primera División Femenina;Primera División Femenina;PDF;Domestic league;Ciudad Deportiva de Buñol - Campo 1;102;Played
